;molecule_chembl_id;units;IC50;pIC50;smiles;MW;HBA;HBD;LogP;rule_of_five_conform
166;CHEMBL205059;nM;0.9;9.045757490560677;Fc1ccc(Nc2ncnc3cnc(NC(=O)C#CCCN4CCCCC4)cc23)cc1Cl;452.152765224;6;2;4.378800000000004;yes
167;CHEMBL53690;nM;0.91;9.040958607678906;FC(F)(F)c1cccc(Nc2ncnc3ccc(NC(=O)C=C)cc23)c1;358.104145696;4;2;4.516700000000002;yes
168;CHEMBL338114;nM;0.91;9.040958607678906;Brc1cccc(Nc2ncnc3cc(NCCc4c[nH]cn4)ncc23)c1;409.0650556120001;6;3;3.9086;yes
169;CHEMBL126372;nM;0.92;9.036212172654443;OCC(O)CNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1;389.048736852;7;4;2.2960000000000003;yes
170;CHEMBL165630;nM;0.93;9.031517051446064;OCCN(CCO)CCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1;446.1065860760001;8;4;2.229399999999999;yes
171;CHEMBL189779;nM;0.94;9.0268721464003;CN(C)C\C=C\C(=O)Nc1ccc2ncnc(Nc3cccc(I)c3)c2c1;473.07125826;5;2;4.034300000000003;yes
172;CHEMBL31816;nM;0.95;9.022276394711152;COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2nc1NC(=O)C=C;373.07418055600004;6;2;3.6940000000000017;yes
173;CHEMBL328106;nM;0.96;9.017728766960431;COc1cc2ncnc(Nc3ccc(Br)cc3)c2cc1OC;359.02693878799994;5;1;4.153100000000003;yes
174;CHEMBL31570;nM;0.97;9.013228265733757;COCCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2nc1NC(=O)C=C;417.1003953040001;7;2;3.7106000000000012;yes
175;CHEMBL3416592;nM;1.0;9.0;COc1ccccc1c2cc3c(N[C@H](CO)c4ccccc4)ncnc3s2;377.11979784800013;6;2;4.512400000000002;yes
176;CHEMBL165574;nM;1.0;9.0;Brc1cccc(Nc2ncnc3cnc(NCCCN4CCOCC4)cc23)c1;442.111671456;7;2;3.6651000000000016;yes
178;CHEMBL310853;nM;1.0;9.0;N(c1ccc2[nH]ccc2c1)c3ccnc4cc(sc34)c5cccs5;347.055089416;4;2;6.2497000000000025;yes
179;CHEMBL431977;nM;1.0;9.0;NC(=O)C1CCN(Cc2ccc(cc2)c3cc4nccc(Nc5ccc6[nH]ccc6c5)c4s3)CC1;481.19363148400004;5;3;5.885500000000004;yes
180;CHEMBL79215;nM;1.0;9.0;C(CN(c1cc2ncnc(Nc3ccc4[nH]ccc4c3)c2s1)n5cccc5)Nc6ccccc6;465.17356473600006;7;3;6.099500000000004;yes
181;CHEMBL30432;nM;1.0;9.0;CN(C)c1cc2c(Nc3ccc4c(cnn4Cc5ccccc5)c3)ncnc2cn1;395.1858436720001;7;1;4.232400000000002;yes
182;CHEMBL3357640;nM;1.0;9.0;F\C(=C\CN1CCOCC1)\C(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3cc2O[C@H]5CCOC5;545.1641384320001;8;2;4.457700000000003;yes
184;CHEMBL76751;nM;1.0;9.0;N(c1ccc2[nH]ccc2c1)c3ncnc4cc(sc34)c5cccs5;348.05033838400004;5;2;5.644700000000002;yes
185;CHEMBL153573;nM;1.0;9.0;Nc1cc2sc3c(Nc4cccc(Br)c4)ncnc3c2cc1F;387.97935764000005;5;2;5.071900000000001;yes
186;CHEMBL121954;nM;1.0;9.0;Oc1cccc(Nc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)c1;352.083936716;6;4;4.199100000000001;yes
187;CHEMBL308498;nM;1.0;9.0;CC(C)(CO)NCc1ccc(cc1)c2cc3ncnc(Nc4ccc5[nH]ccc5c4)c3s2;443.17798142000004;6;4;5.443700000000003;yes
188;CHEMBL312753;nM;1.0;9.0;OCc1ccc(cc1)c2cc3ncnc(Nc4ccc5[nH]ccc5c4)c3s2;372.10448213200004;5;3;5.075500000000002;yes
189;CHEMBL415738;nM;1.0;9.0;Cc1cccc(Nc2cc(NCCO)ncn2)c1;244.132411132;5;3;1.9328199999999995;yes
190;CHEMBL3678952;nM;1.0;9.0;COc1cccc(Nc2nc3cnc(Nc4ccc(cc4)N5CCN(C)CC5)nc3n2C(C)C)c1;472.2699076440001;9;2;4.654800000000003;yes
193;CHEMBL3674148;nM;1.0;9.0;CC(C)n1c(Nc2ccc(F)c(Cl)c2)nc3cnc(Nc4ccc(cc4)C(=O)NN5CCN(C)CC5)nc13;537.216762448;9;3;4.579100000000005;yes
194;CHEMBL3741490;nM;1.0;9.0;COCCOc1cc2c(Nc3cccc(c3)C#C)ncnc2cc1OCCO;379.153206152;7;2;2.7510000000000017;yes
195;CHEMBL3655347;nM;1.0;9.0;CC(C)N(C)C\C=C\C(=O)N1CCc2c(C1)oc3ncnc(Nc4ccc(F)c(Cl)c4)c23;457.16808094000004;6;1;4.540000000000004;yes
196;CHEMBL3655340;nM;1.0;9.0;CN1CCC[C@H]1\C=C\C(=O)N2CCc3c(C2)sc4ncnc(Nc5ccc(F)c(Cl)c5)c34;471.1295872560001;6;1;4.762500000000004;yes
198;CHEMBL3655338;nM;1.0;9.0;CC(C)(CN1CCOCC1)NC\C=C\C(=O)N2CCc3c(C2)sc4ncnc(Nc5ccc(F)c(Cl)c5)c34;558.1980011640001;8;2;4.368700000000002;yes
199;CHEMBL3655350;nM;1.0;9.0;CC(C)C(C)C\C=C\C(=O)N1CCc2c(C1)sc3ncnc(Nc4cc(O)cc(Cl)c4)c23;470.15432478400004;6;2;5.917000000000005;yes
200;CHEMBL3655341;nM;1.0;9.0;COCCN(CCOC)C\C=C\C(=O)N1CCc2c(C1)sc3ncnc(Nc4ccc(F)c(Cl)c4)c23;533.166366688;8;1;4.263100000000003;yes
201;CHEMBL3655342;nM;1.0;9.0;CN(C)C(=O)N1CCN(C\C=C\C(=O)N2CCc3c(C2)sc4ncnc(Nc5ccc(F)c(Cl)c5)c34)CC1;557.1776000680001;7;1;3.967500000000002;yes
202;CHEMBL3655336;nM;1.0;9.0;Fc1ccc(Nc2ncnc3sc4CN(CCc4c23)C(=O)\C=C\CN5CCCOCC5)cc1Cl;501.14015194;7;1;4.390600000000004;yes
204;CHEMBL271705;nM;1.0;9.0;Clc1cc(Nc2ncnc3[nH]nc(OCCN4CCOCC4)c23)ccc1OCc5ccccn5;481.162915308;9;2;3.4349000000000016;yes
205;CHEMBL3674152;nM;1.0;9.0;COc1cc(ccc1Nc2ncc3nc(Nc4ccccc4)n(C(C)C)c3n2)C(=O)NN5CCN(C)CC5;515.2757212960001;10;3;3.795200000000002;yes
206;CHEMBL213007;nM;1.0;9.0;COc1cc2ncnc(Nc3cc(Cl)ccc3F)c2cc1OC4CCN(CC4)S(=O)(=O)C;480.10343208399996;7;1;3.977300000000003;yes
207;CHEMBL2031296;nM;1.01;8.995678626217357;CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1;356.027273136;4;2;4.094300000000001;yes
208;CHEMBL1204305;nM;1.05;8.978810700930062;Cl.COc1cc2ncnc(Nc3cccc(I)c3)c2cc1OC;442.9897524;5;1;4.4170000000000025;yes
209;CHEMBL3818547;nM;1.06;8.97469413473523;COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)[C@@H]4COC(=O)N4;431.07965986;7;3;3.221400000000001;yes
210;CHEMBL3814956;nM;1.06;8.97469413473523;Fc1ccc(Nc2ncnc3ccc(NC(=O)NCCN4CCCCC4)cc23)cc1Cl;442.168415288;5;3;4.773300000000003;yes
211;CHEMBL3355879;nM;1.08;8.96657624451305;COc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OCCCn4ccnc4[N+](=O)[O-];444.15460312;9;1;3.9371000000000027;yes
212;CHEMBL358934;nM;1.1;8.958607314841776;CCO.CNc1ccc2sc3c(Nc4cccc(Br)c4)ncnc3c2c1;430.0462943280001;6;3;5.390900000000002;yes
213;CHEMBL165788;nM;1.1;8.958607314841776;CNc1cc2c(Nc3cccc(c3)C(F)(F)F)ncnc2cn1;319.104480044;5;2;3.8289000000000017;yes
214;CHEMBL3663926;nM;1.1;8.958607314841776;CN1CCN(CC1)c2ccc(Nc3nc(Oc4cccc(NC(=O)C=C)c4)cnc3C(=O)N)cc2;473.21753772400007;8;3;2.9877000000000002;yes
215;CHEMBL296168;nM;1.1;8.958607314841776;Brc1cccc(Nc2ncnc3ccc(NC(=O)C=C)nc23)c1;369.022522104;5;2;3.6554;yes
216;CHEMBL3970231;nM;1.1;8.958607314841776;COc1cc2ncnc(Nc3ccc(F)c(Cl)c3F)c2cc1OC4CCN(CC4)C(=O)C=C;474.127024652;6;1;4.869400000000004;yes
217;CHEMBL437890;nM;1.1;8.958607314841776;CN1CCN(CCC#CC(=O)Nc2cc3c(Nc4ccc(F)c(Br)c4)ncnc3cn2)CC1;511.11314867600015;7;2;3.2494000000000014;yes
218;CHEMBL264382;nM;1.1;8.958607314841776;Cc1cc([nH]c1\C=C\2/C(=O)Nc3ncnc(Nc4ccc5c(ccn5Cc6ccccc6)c4)c23)C(=O)NCCN7CCOCC7;602.2753869480001;8;4;4.4144200000000025;yes
219;CHEMBL3960853;nM;1.1;8.958607314841776;C[C@@H](Nc1ncnc2oc(cc12)c3ccc(NCCN4CCOCC4)cc3)c5ccccc5;443.232125168;7;2;4.807000000000004;yes
220;CHEMBL3655337;nM;1.1;8.958607314841776;Fc1ccc(Nc2ncnc3sc4CN(CCc4c23)C(=O)\C=C\CN5C6CCC5CC6)cc1Cl;497.14523732000004;6;1;5.295100000000005;yes
221;CHEMBL162034;nM;1.1;8.958607314841776;CN(C)CCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1;386.0854567080001;6;2;3.5044000000000004;yes
222;CHEMBL3663925;nM;1.1;8.958607314841776;CCc1nc(C(=O)N)c(Nc2ccc(N3CCC(CC3)N4CCN(C)CC4)c(C)c2)nc1C5CCN(CC5)C(=O)C=C;574.3743727120001;8;2;3.2981200000000035;yes
224;CHEMBL2032376;nM;1.16;8.935542010773082;COc1cc(ccc1Nc2ncc3CN(C)C(=O)N(c4cccc(NC(=O)C=C)c4)c3n2)N5CCN(C)CC5;528.2597368840001;8;2;3.808600000000002;yes
227;CHEMBL3937385;nM;1.2;8.920818753952375;CCc1nc(C(=O)N)c(Nc2ccc(N3CCC(CC3)N4CCN(C)CC4)c(C)c2)nc1O[C@H]5CCCN(C5)C(=O)C=C;590.3692873320001;9;2;2.9619200000000028;yes
228;CHEMBL69358;nM;1.2;8.920818753952375;CCN(CC)CCNC(=O)c1cc(C)c(\C=C\2/C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c23)[nH]1;511.1898790040001;6;4;4.213520000000002;yes
229;CHEMBL3915455;nM;1.2;8.920818753952375;CCC(=O)N1CC[C@@H](C1)Oc2nc(Nc3ccc(cc3)N4CCN(C)CC4)c(nc2CC)C(=O)N;481.28013798000006;8;2;2.0230000000000006;yes
230;CHEMBL3622645;nM;1.2;8.920818753952375;CN(C)C\C=C\C(=O)Nc1cc2c(Nc3cccc(c3)C#C)ncnc2cc1O[C@H]4CCOC4;457.211389724;7;2;3.578700000000002;yes
231;CHEMBL3622639;nM;1.2;8.920818753952375;COCCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\CN(C)C;473.16299556000007;7;2;4.2474000000000025;yes
232;CHEMBL166358;nM;1.2;8.920818753952375;CN(C)CCCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1;400.1011067720001;6;2;3.8945000000000016;yes
233;CHEMBL3622632;nM;1.2;8.920818753952375;COCCOc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1NC(=O)\C=C\CN(C)C;445.211389724;7;2;3.436200000000002;yes
234;CHEMBL127058;nM;1.2;8.920818753952375;OCCN(CCO)CCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1;460.1222361400001;8;4;2.6194999999999995;yes
235;CHEMBL153206;nM;1.2;8.920818753952375;COc1ccc2[nH]c3ncnc(Nc4cccc(Br)c4)c3c2c1;368.027273136;4;2;4.625800000000003;yes
236;CHEMBL3663923;nM;1.2;8.920818753952375;CCc1nc(C(=O)N)c(Nc2ccc(cc2)N3CCN(C)CC3)nc1Oc4cccc(NC(=O)C=C)c4C;515.264487916;8;3;3.858520000000003;yes
237;CHEMBL53665;nM;1.2;8.920818753952375;Fc1ccc(Nc2ncnc3ccc(NC(=O)C=C)nc23)cc1Br;387.01310029200005;5;2;3.794500000000001;yes
238;CHEMBL162223;nM;1.2;8.920818753952375;Brc1cccc(Nc2ncnc3cnc(NCCc4ccccn4)cc23)c1;420.06980664400004;6;2;4.580500000000002;yes
239;CHEMBL3663927;nM;1.2;8.920818753952375;CCc1nc(C(=O)N)c(Nc2ccc(OC)c(c2)N3CCN(C)CC3)nc1Oc4cccc(NC(=O)C=C)c4;531.259402536;9;3;3.5587000000000018;yes
240;CHEMBL2437462;nM;1.21;8.917214629683551;CN1CCN(CC1)c2ccc(Nc3ncc4N=CC(=O)N(c5cccc(NC(=O)C=C)c5)c4n3)cc2;482.21787207200003;9;2;2.7956000000000003;yes
241;CHEMBL153525;nM;1.24;8.906578314837763;Brc1cccc(Nc2ncnc3ccc4cc[nH]c4c23)c1;338.01670845200005;3;2;4.617200000000001;yes
242;CHEMBL598007;nM;1.24;8.906578314837763;Brc1cccc(Nc2ncnc3ccc(NC(=O)[C@@H]4O[C@H]4CN5CCCCC5)cc23)c1;481.111337108;6;2;4.327700000000002;yes
243;CHEMBL2441568;nM;1.29;8.88941028970075;Fc1ccc(Nc2ncnc3cc4OCCNc4cc23)cc1Cl;330.068366904;5;2;3.970200000000002;yes
244;CHEMBL161895;nM;1.3;8.886056647693161;Cc1cccc(Nc2ncnc3cnc(NCCc4c[nH]cn4)cc23)c1;345.17019360800003;6;3;3.4545200000000014;yes
245;CHEMBL3663930;nM;1.3;8.886056647693161;CC(C)c1nc(C(=O)N)c(Nc2cnn(c2)C3CCN(C)CC3)nc1Oc4cccc(NC(=O)C=C)c4;504.259736884;9;3;3.8225000000000025;yes
246;CHEMBL3663921;nM;1.3;8.886056647693161;CCc1nc(C(=O)N)c(Nc2ccc(cc2)N3CCN(C)CC3)nc1Oc4cccc(NC(=O)C=C)c4;501.248837852;8;3;3.5501000000000023;yes
247;CHEMBL3545154;nM;1.3;8.886056647693161;COc1cc2ncnc(Nc3ccc(Cl)c(Cl)c3F)c2cc1OC4CCN(CC4)C(=O)C=C;490.097474112;6;1;5.383700000000005;yes
248;CHEMBL3916927;nM;1.3;8.886056647693161;COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OC4CN(C4)C(=O)C=C;428.10514633599996;6;1;3.9501000000000026;yes
250;CHEMBL3960742;nM;1.3;8.886056647693161;CCc1nc(C(=O)N)c(Nc2ccc(cc2)N3CCC(CC3)N4CCN(C)CC4)nc1O[C@H]5CCCN(C5)C(=O)C=C;576.353637268;9;2;2.653500000000002;yes
251;CHEMBL203661;nM;1.3;8.886056647693161;Fc1ccc(Nc2ncnc3cnc(NC(=O)C#CCCN4CCOCC4)cc23)cc1Cl;454.13202978;7;2;3.225100000000001;yes
252;CHEMBL3663933;nM;1.3;8.886056647693161;CCc1nc(C(=O)N)c(Nc2ccc(cc2)N3CCC(CC3)N4CCN(C)CC4)nc1C5CCN(CC5)C(=O)C=C;560.358722648;8;2;2.9897000000000027;yes
253;CHEMBL176891;nM;1.32;8.87942606879415;CN(C)CCn1cnc2cc3ncnc(Nc4cccc(Br)c4)c3cc12;410.085456708;6;1;4.047200000000003;yes
255;CHEMBL127082;nM;1.4;8.853871964321762;CNc1cc2ncnc(Nc3cccc(C)c3)c2cn1;265.13274548;5;2;3.118520000000001;yes
256;CHEMBL3663928;nM;1.4;8.853871964321762;CCN1CCN(CC1)c2ccc(Nc3nc(Oc4cccc(NC(=O)C=C)c4)c(CC)nc3C(=O)N)cc2;515.264487916;8;3;3.9402000000000017;yes
257;CHEMBL3929060;nM;1.4;8.853871964321762;COc1cc2ncnc(Nc3ccc(F)c(Cl)c3F)c2cc1O[C@H]4CCN([C@@H](C4)C(=O)N)C(=O)C=C;517.132838304;7;2;3.7233000000000027;yes
258;CHEMBL1916891;nM;1.4;8.853871964321762;CN(C)C\C=C\C(=O)N(C)c1cc2c(cc1F)nc(Nc3ccccc3C)c4cncn24;432.2073876400001;6;1;4.154220000000002;yes
259;CHEMBL202411;nM;1.4;8.853871964321762;OCC#CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1;370.063281524;5;3;3.100100000000001;yes
260;CHEMBL128467;nM;1.4;8.853871964321762;OS(=O)(=O)CCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1;423.00007240800005;7;3;2.8306000000000004;yes
261;CHEMBL3655344;nM;1.4;8.853871964321762;CC(C)N(C)C\C=C\C(=O)N1Cc2sc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3c2C1;475.10003671600003;6;1;5.480300000000005;yes
262;CHEMBL3932784;nM;1.4;8.853871964321762;COc1cc2ncnc(Nc3ccc(F)c(Cl)c3F)c2cc1O[C@H]4CCN([C@@H](C4)C(=O)NCCSC)C(=O)C=C;591.151859496;8;2;4.7172000000000045;yes
263;CHEMBL3663922;nM;1.4;8.853871964321762;CCc1nc(C(=O)N)c(Nc2ccc(cc2)N3CCN(C)CC3)nc1Oc4cccc(NC(=O)\C=C\CN(C)C)c4;558.306687076;9;3;3.481900000000002;yes
265;CHEMBL3814320;nM;1.43;8.844663962534938;Brc1cccc(Nc2ncnc3ccc(NC(=O)NCCN4CCOCC4)cc23)c1;470.10658607600004;6;3;3.5896000000000017;yes
267;CHEMBL2031306;nM;1.46;8.835647144215566;CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C=C;410.094581652;5;2;5.1657800000000025;yes
268;CHEMBL2032380;nM;1.47;8.832682665251824;COc1cc(ccc1Nc2ncc3CN(C)C(=O)N(c4cccc(NC(=O)C=C)c4)c3n2)N5CCCN(C)CC5;542.2753869480001;8;2;4.198700000000002;yes
269;CHEMBL165731;nM;1.5;8.823908740944319;Cc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)cc23)c1;364.20115938799995;7;2;2.820920000000001;yes
270;CHEMBL3663924;nM;1.5;8.823908740944319;CC(C)c1nc(C(=O)N)c(Nc2ccc(cc2)N3CCN(C)CC3)nc1Oc4cccc(NC(=O)C=C)c4;515.264487916;8;3;4.111100000000003;yes
271;CHEMBL3759480;nM;1.5;8.823908740944319;COc1cc(ccc1c2cc3c(N[C@H](CO)c4ccccc4)ncnc3s2)C(=O)N;420.1256115000001;7;3;3.611300000000001;yes
272;CHEMBL3759359;nM;1.5;8.823908740944319;COc1c(CO)cccc1c2cc3c(N[C@H](C)c4ccccc4)ncnc3s2;391.13544791200013;6;2;5.032300000000004;yes
273;CHEMBL27688;nM;1.5;8.823908740944319;Cc1cccc(Nc2ncnc3cc(OCCCN4CCOCC4)c(NC(=O)C=C)cc23)c1;447.227039788;7;2;3.907420000000003;yes
274;CHEMBL165508;nM;1.5;8.823908740944319;Brc1cccc(Nc2ncnc3cnc(NCc4cccnc4)cc23)c1;406.05415658000004;6;2;4.538000000000001;yes
275;CHEMBL338175;nM;1.5;8.823908740944319;OC(=O)CNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1;373.017436724;6;3;3.027400000000001;yes
276;CHEMBL3919609;nM;1.5;8.823908740944319;C[C@@H](Nc1ncnc2oc(cc12)c3ccc(O)cc3)c4ccccc4;331.132076784;5;2;4.768500000000003;yes
278;CHEMBL31656;nM;1.5;8.823908740944319;Fc1ccc(Nc2ncnc3cc(OCCCN4CCOCC4)c(NC(=O)C=C)nc23)cc1Cl;486.158244528;8;2;3.786500000000003;yes
279;CHEMBL3663937;nM;1.5;8.823908740944319;CCc1nc(C(=O)N)c(Nc2ccc(cc2)N3CCN(C)CC3)nc1Oc4cc(NC(=O)C=C)ccc4F;519.23941604;8;3;3.6892000000000023;yes
280;CHEMBL204638;nM;1.5;8.823908740944319;Fc1ccc(Nc2ncnc3cnc(NC(=O)C#CCCN4CCOCC4)cc23)cc1Br;498.0815142;7;2;3.334200000000002;yes
283;CHEMBL53637;nM;1.6;8.795880017344075;Clc1cccc(Nc2ncnc3ccc(NC(=O)C=C)cc23)c1;324.077788716;4;2;4.151300000000001;yes
284;CHEMBL3898690;nM;1.6;8.795880017344075;COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OC4CN(C4)C(=O)C=C;410.114568148;6;1;3.8110000000000026;yes
285;CHEMBL416611;nM;1.6;8.795880017344075;OCC(O)Cn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc12;412.0534878840001;6;3;3.4438000000000013;yes
286;CHEMBL202360;nM;1.6;8.795880017344075;Brc1cccc(Nc2ncnc3ccc(NC(=O)C#C)cc23)c1;366.011623072;4;2;3.707600000000001;yes
287;CHEMBL297968;nM;1.6;8.795880017344075;Cc1cccc(Nc2ncnc3cc(NC(=O)C=C)ccc23)c1;304.132411132;4;2;3.8063200000000013;yes
289;CHEMBL516979;nM;1.66;8.779891911959945;COC[C@H]1Oc2cc3ncnc(Nc4cccc(I)c4)c3cc2O[C@@H]1COC;493.04985411999996;7;1;3.779200000000002;yes
291;CHEMBL203645;nM;1.7;8.769551078621726;CCCC#CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1;383.0949160000001;5;2;4.302900000000003;yes
292;CHEMBL166255;nM;1.7;8.769551078621726;CN(CCO)CCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1;416.09602139200007;7;3;2.8669000000000002;yes
293;CHEMBL3984384;nM;1.7;8.769551078621726;CCc1nc(C(=O)N)c(Nc2ccc(cc2)N3CCC(CC3)N4CCN(C)CC4)nc1O[C@H]5CCN(C5)C(=O)C=C;562.3379872040001;9;2;2.2634000000000016;yes
294;CHEMBL204085;nM;1.7;8.769551078621726;Fc1ccc(Nc2ncnc3ccc(NC(=O)C#CCCN4CCOCC4)cc23)cc1Cl;453.13678081200004;6;2;3.8301000000000025;yes
295;CHEMBL173498;nM;1.7;8.769551078621726;Brc1cccc(Nc2ncnc3cc4nccnc4cc23)c1;351.01195742000004;5;1;4.079100000000001;yes
296;CHEMBL32844;nM;1.7;8.769551078621726;CN1CCN(CCCOc2cc3ncnc(Nc4cccc(Br)c4)c3cc2NC(=O)C=C)CC1;524.153536268;7;2;4.276700000000003;yes
297;CHEMBL162981;nM;1.7;8.769551078621726;Brc1cccc(Nc2ncnc3cnc(NCCCn4ccnc4)cc23)c1;423.08070567600004;7;2;4.229600000000001;yes
298;CHEMBL1089524;nM;1.7;8.769551078621726;CN(C)CCCC(=O)Nc1ccc2nccc(Nc3cccc(Br)c3)c2c1;426.10552345600007;4;2;5.021200000000004;yes
299;CHEMBL32079;nM;1.7;8.769551078621726;OCCCCOCCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C=C;474.147011148;7;3;4.458300000000003;yes
300;CHEMBL3985465;nM;1.8;8.744727494896694;COc1cc2ncnc(Nc3ccc(F)c(Cl)c3F)c2cc1O[C@H]4CCN([C@@H](C4)C(=O)NCCO)C(=O)C=C;561.159053052;8;3;3.3465000000000025;yes
301;CHEMBL349070;nM;1.8;8.744727494896694;CN(C)CCCCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1;414.1167568360001;6;2;4.284600000000003;yes
302;CHEMBL382073;nM;1.8;8.744727494896694;CCN(CC)CCC#CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1;439.157516256;5;2;4.839700000000004;yes
303;CHEMBL3663931;nM;1.8;8.744727494896694;CCc1nc(C(=O)N)c(Nc2ccc(cc2)N3CCN(C)[C@@H](C)C3)nc1Oc4cccc(NC(=O)C=C)c4;515.264487916;8;3;3.9386000000000028;yes
304;CHEMBL3622617;nM;1.8;8.744727494896694;COCCOc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1NC(=O)C=C;388.15354049999996;6;2;3.5044000000000013;yes
305;CHEMBL251125;nM;1.8;8.744727494896694;CCOc1cc2ncnc(C#Cc3c[nH]nc3c4ccc(F)cc4)c2cc1OCC;402.149204068;5;1;4.356200000000004;yes
306;CHEMBL67003;nM;1.8;8.744727494896694;Cc1cc([nH]c1\C=C\2/C(=O)Nc3ncnc(Nc4ccc5c(cnn5Cc6ccccc6)c4)c23)C(=O)N7CCOCC7;560.228436756;8;3;4.219820000000003;yes
307;CHEMBL162508;nM;1.8;8.744727494896694;Cc1cccc(Nc2ncnc3cnc(NCCCN4CCOCC4)cc23)c1;378.21680945199995;7;2;3.2110200000000013;yes
308;CHEMBL27685;nM;1.8;8.744727494896694;Fc1ccc(Nc2ncnc3cc(OCCCN4CCOCC4)c(NC(=O)C=C)cc23)cc1Br;529.11247998;7;2;4.500600000000004;yes
309;CHEMBL356850;nM;1.8;8.744727494896694;Brc1cccc(Nc2ncnc3c4ccccc4sc23)c1;354.97788041999996;4;1;5.350600000000002;yes
310;CHEMBL3815163;nM;1.81;8.742321425130816;Brc1cccc(Nc2ncnc3ccc(NC(=S)NCCN4CCOCC4)cc23)c1;486.0837424560001;6;3;3.754500000000002;yes
311;CHEMBL1243283;nM;1.81;8.742321425130816;CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\CNCc4cn(CCF)nn4;566.17570616;9;3;4.8867800000000035;yes
312;CHEMBL2048903;nM;1.9;8.721246399047171;OCCn1ccc2ncnc(Nc3ccc(Oc4cccc5[nH]ncc45)c(Cl)c3)c12;420.11015146400007;7;3;4.489200000000003;yes
314;CHEMBL126623;nM;1.9;8.721246399047171;Brc1cccc(Nc2ncnc3cc(NCCCN4CCOCC4)ncc23)c1;442.11167145600007;7;2;3.6651000000000016;yes
315;CHEMBL31276;nM;1.9;8.721246399047171;CN(C)C\C=C\C(=O)Nc1cc2c(Nc3cccc(Br)c3)c(cnc2cn1)C#N;450.08037132800007;6;2;4.063880000000002;yes
316;CHEMBL2029432;nM;1.95;8.709965388637482;CN1CCN(CC1)c2ccc(Nc3ncc4CN(C)C(=O)N(c5cccc(NC(=O)C=C)c5)c4n3)c(C)c2;512.264822264;7;2;4.108420000000002;yes
317;CHEMBL3818062;nM;1.98;8.703334809738468;COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)[C@H]4NC(=O)O[C@@H]4C;445.095309924;7;3;3.6099000000000014;yes
318;CHEMBL596754;nM;1.99;8.701146923590294;COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1SCCCCCCC(=O)NO;478.124167528;7;3;5.722500000000004;yes
319;CHEMBL3950549;nM;2.0;8.698970004336019;COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\CN(C(C)C)C(C)C;485.19938106800004;6;2;5.788000000000006;yes
320;CHEMBL3233779;nM;2.0;8.698970004336019;COC(CN(C)C\C=C\C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1)OC;479.119416496;8;2;4.272800000000002;yes
321;CHEMBL3758351;nM;2.0;8.698970004336019;COc1cc(CO)ccc1c2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3s2;415.0557536200001;6;2;5.395300000000003;yes
322;CHEMBL126192;nM;2.0;8.698970004336019;CCOc1cc2ncnc(Nc3cccc(c3)c4nccs4)c2cc1OCC;392.13069688;7;1;5.294300000000003;yes
