,chembl_id,IC50,units,canonical_smiles,pIC50
6333,CHEMBL3663925,1.1,nM,O=C(C=C)N1CCC(c2c(CC)nc(C(=O)N)c(Nc3cc(C)c(N4CCC(N5CC[NH+](C)CC5)CC4)cc3)n2)CC1,8.9586077
3303,CHEMBL1242111,1770,nM,Fc1c(O)cccc1-c1nn(C2CCCC2)c2ncnc(N)c12,5.7520266
6053,CHEMBL3940089,0.69999999,nM,Clc1c(F)c(Nc2ncnc3c2cc(OC2CCN(C(=O)C=C)CC2)c(OCCC)c3)ccc1F,9.1549015
3419,CHEMBL1241490,964,nM,Nc1ncnc2n(C(C)C)nc(-c3cc4c(occ4)cc3)c12,6.015923
5105,CHEMBL3414594,183,nM,O(C)c1c(-c2sc3ncnc(NCc4ncccc4)c3c2)cccc1,6.7375488
1227,CHEMBL96780,3.8,nM,Brc1cc(Nc2ncnc3c2cc(N)c(OC)c3)ccc1,8.4202166
3414,CHEMBL1242666,638,nM,O=Cc1c2c([nH]c1)cc(-c1nn(C(C)C)c3ncnc(N)c13)cc2,6.1951795
1901,CHEMBL1204360,32.200001,nM,Fc1c(Nc2ncnc3c2cc(OC)c(OC)c3)cccc1,7.4921441
1164,CHEMBL160935,7700,nM,S(Sc1n(C)c2c(c1C(=O)c1occc1)cccc2)c1n(C)c2c(c1C(=O)c1occc1)cccc2,5.1135092
269,CHEMBL14952,104,nM,S(=O)(=O)(CCNCCCOc1cc2c(Nc3ccc(OCc4ccccc4)cc3)ncnc2cc1)C,6.9829664
3175,CHEMBL1173262,9830,nM,Brc1c(Br)ccc(C2=NN(C(=S)N)C(c3ccc(C)cc3)C2)c1,5.0074463
1689,CHEMBL203645,1.7,nM,Clc1c(F)ccc(Nc2ncnc3c2cc(NC(=O)C#CCCC)nc3)c1,8.7695513
3527,CHEMBL1683962,240,nM,Clc1c(OCc2cc(F)ccc2)ccc(Nc2c(C#Cc3ccc(CN4CCOCC4)cc3)c(C)ncn2)c1,6.6197886
49,CHEMBL76587,6500000,nM,Oc1ccc(CC(C#N)C#N)cc1,2.1870866
2524,CHEMBL521155,35000,nM,O=C(Cn1c2ncnc(N)c2nc1)c1c2c([nH]c1)cccc2,4.4559321
2726,CHEMBL461782,11100,nM,Brc1c(Cl)sc(S(=O)([O-])=Nc2c(N3CCOCC3)ccc(C(=O)OCC)c2)c1,4.9546771
3853,CHEMBL1914461,3.3,nM,Oc1ccc(-c2[nH]c3ncnc(NCc4ccccc4)c3c2)cc1,8.4814863
2355,CHEMBL490577,100,nM,O=C(NCCCCc1ccccc1)/C(/C#N)=C\c1cc(O)c([O-])cc1,7
2401,CHEMBL275638,50,ug.mL-1,O=C1c2c(OC(c3ccccc3)=C1)cccc2,7.3010302
3277,CHEMBL1242748,4800,nM,Fc1c(O)cc(-c2nn([C@@H]3COCC3)c3ncnc(N)c23)cc1,5.318759
3405,CHEMBL1242475,571,nM,Nc1ncnc2n(C3CCCC3)nc(-c3cc4c([nH]nc4)cc3)c12,6.2433639
4873,CHEMBL3233772,1196,nM,Clc1c(F)ccc(Nc2ncnc3sc(NC(=O)/C=C/C[NH2+]CCC[NH+](C)C)cc23)c1,5.9222689
443,CHEMBL141175,15848.93,nM,Clc1ccc(CSCc2c([O-])c(OC)cc(/C=C(/C#N)\C(=O)N)c2)cc1,4.8000002
5525,CHEMBL3753444,455.17001,nM,O=C(Nc1cc(OC)c(OC)c(-c2cnc(OC)cc2)c1)Nc1ccncc1,6.3418264
2241,CHEMBL539102,120.23,nM,O(C)c1cc2c(Nc3ccccc3)ncnc2cc1,6.9199872
5879,CHEMBL3899132,16,nM,S(=O)(=O)(n1c2c(cc(Nc3ncnc4c3cc(NC(=O)/C=C/C[NH+](C)C)c(OCC)c4)cc2)cc1)c1ccccc1,7.7958798
675,CHEMBL56936,2,nM,Clc1c(F)ccc(Nc2ncnc3c2cc(OCCNCC[NH+](C)C)c(OC)c3)c1,8.6989698
607,CHEMBL171311,440,nM,OCC(Cc1ccccc1)n1c2ncnc(N)c2c(-c2ccccc2)c1,6.3565474
3350,CHEMBL1241678,1580,nM,Clc1c(O)cc(-c2nn([C@@H]3COCC3)c3ncnc(N)c23)cc1,5.801343
2798,CHEMBL474524,333,nM,Clc1c(F)cc2[nH]cc(-c3ncnc4c3cc(OCCC[NH+]3CCOCC3)c(OC)c4)c2c1,6.4775558
3287,CHEMBL1241481,170,nM,O=C(OC(C)(C)C)Nc1c(OC)cc(-c2nn(C(C)C)c3ncnc(N)c23)cc1,6.7695513
6025,CHEMBL596964,100,nM,Fc1ccc(CNc2ncnc3c2cc(OCCCCCCC(=O)NO)c(OC)c3)cc1,7
497,CHEMBL157128,150,nM,Brc1cc(Nc2c(C#N)cnc3c2cc(NC(=O)C#CCN2C(COC)CCC2)cc3)ccc1,6.8239088
6180,CHEMBL3671507,26,nM,Brc1cc(F)c(Nc2ncnc3c2cc(NC(=O)C=C)c(OCCNC(=O)NCCC)c3)cc1,7.5850267
1936,CHEMBL243628,166.7,nM,Fc1c(F)ccc(COC=2C(=O)C=C(Nc3ncnc4c3cc(NC(=O)/C=C/C[NH+](C)C)c(OCC)c4)C(=O)C=2)c1,6.7780643
6139,CHEMBL3655348,10,nM,Clc1c(F)ccc(Nc2c(C#N)cnc3sc4c(c23)CCN(C(=O)/C=C/C[NH+](C)C)C4)c1,8
3821,CHEMBL459,5228,nM,O=C([O-])[C@@]([NH3+])(Cc1cc(O)c(O)cc1)C,5.2816644
1333,CHEMBL91811,85,nM,Brc1cc(Nc2ncnc3c2cc(NC(=O)C#CCN(C(C)C)C)cc3)ccc1,7.070581
396,CHEMBL118321,7943.2798,nM,S(Cc1c(O)c(OC)cc(C=C(C#N)C#N)c1)c1c(C(=O)[O-])cccc1,5.0999999
3951,CHEMBL1947125,65,nM,Clc1cc(Nc2ncnc3c2cc(NC(=O)C2CC(C)(C)[NH+]([O-])C(C)(C)C2)cc3)ccc1,7.1870866
2102,CHEMBL398963,1640.6,nM,Clc1c(F)ccc(Nc2ncnc3c2cc(C#Cc2sccc2)cc3)c1,5.7849975
6796,CHEMBL4078801,421,nM,Fc1c(OC)cccc1N1C(=O)N([C@@H]2CN(C(=O)CC)CC2)c2nc(Nc3cc(C)c(N4CC[NH+](C)CC4)cc3)ncc2C1,6.3757181
6531,CHEMBL3962343,5,nM,Clc1c(Nc2cc(NC(=O)C=C)ccc2)nc(Nc2c(OC)cc(NC(C)C)cc2)nc1,8.3010302
1704,CHEMBL203295,21,nM,Clc1c(F)ccc(Nc2ncnc3c2c(OC2CC[NH+](C)CC2)cc(OC)c3)c1,7.6777806
6062,CHEMBL3904966,8,nM,Brc1c(Cl)c(F)c(Nc2ncnc3c2cc(O[C@@H]2CN(C(=O)C=C)CC2)c(OC)c3)cc1,8.0969105
1417,CHEMBL118904,270,nM,Clc1cc(Nc2ncnc3[nH]nc(-c4cc([N+](=O)[O-])ccc4)c23)ccc1,6.5686364
6231,CHEMBL3671557,40,nM,Brc1cc(F)c(Nc2ncnc3c2cc(NC(=O)C=C)c(OCCC[NH2+]CCC=O)c3)cc1,7.3979402
6481,CHEMBL3910422,5.5,nM,Brc1c(Nc2cc(NC(=O)C=C)ccc2)nc(Nc2c(OC)cc(OC)cc2)nc1,8.2596369
2841,CHEMBL556684,4,ug.mL-1,O(C)c1cc([O-])c2C(=O)c3c([O-])c(O)c(C)cc3C(=O)c2c1,8.3979397
4537,CHEMBL2424801,4700,nM,Clc1cc(Nc2ncnc3c2cc(NC(=O)/C=C/c2cnccc2)cc3)ccc1,5.3279023
669,CHEMBL281467,374.79999,nM,Brc1cc(Nc2c(C#N)cnc3ncc(NC(=O)C=C)cc23)ccc1,6.4262004
5049,CHEMBL3325470,10400,nM,O=C1C=2C(C(C#N)=C(N)N(c3cnccc3)C=2CCC1)C=1c2n(nnn2)-c2c(cc(C)cc2)C=1,4.9829664
950,CHEMBL78280,4000,nM,S(=O)(=O)(Oc1c(OC)cc(/C=C(/[N+](=O)[O-])\C)cc1)c1ccc(C(=O)NC)cc1,5.3979402
25,CHEMBL336113,1000,nM,N(c1ncnc2c1cc(N)cc2)c1cc(C)ccc1,6
6693,CHEMBL4087709,200,nM,Clc1cc(F)c(Nc2nncc3c2cc(OC)c(OC)c3)cc1,6.6989698
681,CHEMBL14699,10,nM,Clc1c(F)ccc(Nc2ncnc3c2cc(OCCN2CCOCC2)c(OC)c3)c1,8
2861,CHEMBL571040,13,nM,Clc1c(F)c(Nc2ncnc3c2cc(NC(=O)[C@H]2N(C(=O)C=C)CCC2)c(OCCOC)c3)ccc1,7.8860564
3092,CHEMBL1077107,99300,nM,S=C1N(N=C2NC(C)=C(C(=O)Nc3cc([N+](=O)[O-])ccc3)C(c3c(O)cc(O)cc3)N2)C(=O)/C(=C\c2occc2)/S1,4.0030508
5708,CHEMBL3814211,0.85399997,nM,Clc1c(F)ccc(Nc2ncnc3c2cc(NC(=O)N)cc3)c1,9.0685425
3838,CHEMBL1916897,3.3499999,nM,Clc1c(N(C(=O)/C=C/C[NH+](C)C)C)cc2-n3c(C(Nc4c(C)ccc(F)c4)=Nc2c1)cnc3,8.4749556
5177,CHEMBL3612593,53,nM,Clc1c(OCc2ccc(Cl)cc2)ccc(Nc2ncnc3c2cc2N(CCCC(=O)OCC)C(=O)Oc2c3)c1,7.2757239
3363,CHEMBL1241300,100000,nM,O(C)c1c(O)cc(-c2n[nH]c3ncnc(N)c23)cc1,4
4440,CHEMBL2347965,218,nM,O=C(Nc1cc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)ccc1)C,6.6615434
3759,CHEMBL1828865,6740,nM,S(=O)(=O)(NC(=O)Cc1ccc(F)cc1)c1ccccc1,5.17134
6428,CHEMBL4109796,18.75,nM,O=C(C=C)N1[C@@H](Cn2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc23)CCC1,7.7269988
602,CHEMBL540590,48,nM,Brc1cc(Nc2ncnc3c2sc2c3ccc([N+](=O)[O-])c2)ccc1,7.318759
3390,CHEMBL1242033,100000,nM,O=C(OC(C)(C)C)Nc1c2c(ncc1)ccc(-c1nn(C(C)C)c3ncnc(N)c13)c2,4
5664,CHEMBL3806172,232.3,nM,Fc1c([N+](=O)[O-])cc(Nc2ncnc3c2c2OCCOc2c(OC(OCC)C)c3)cc1,6.6339507
5257,CHEMBL3622648,6,nM,O=C(Nc1c(OC2CCOCC2)cc2ncnc(Nc3cc(C#C)ccc3)c2c1)/C=C/C[NH+](C)C,8.2218485
3617,CHEMBL111586,346.73999,nM,Brc1cc(NC=2C(C#N)=CNC=3C=2C=C(O)C(=O)C=3)ccc1,6.4599962
4109,CHEMBL2029690,74300,nM,O=[N+]([O-])c1cc(c([O-])cc1)-c1oc(C=C2C(=O)N(c3cc(C)c(C)cc3)N=C2O)cc1,4.1290112
1667,CHEMBL401930,1600,nM,Clc1cc([C@H](O)CNC2=C(c3[nH]c4c(C)cc(N5CCOCC5)cc4n3)C(=O)NC=C2)ccc1,5.7958798
4415,CHEMBL2335376,300,nM,Brc1cc(Nc2nc(N)nc3[nH]c(CCc4ncccc4)cc23)ccc1,6.5228786
4240,CHEMBL2152252,739,nM,Clc1c(S(=O)([O-])=Nc2c(F)c(F)ccc2)cc(-c2nc(C(=O)NC)c(N)nc2)cc1,6.1313558
789,CHEMBL144589,600,nM,O=C(NCCCCNC(=O)/C(/C#N)=C/c1cc(O)c([O-])cc1)/C(/C#N)=C/c1cc(O)c(O)cc1,6.221849
3930,CHEMBL1934624,9,nM,Clc1c(OCc2cc(F)ccc2)ccc(Nc2c(C#Cc3ccc(C[NH+]4CCCC4)cc3)c(C)ncn2)c1,8.0457573
2508,CHEMBL464210,2000,nM,O=C(NC)c1nccc(Nc2ccc(-c3sc4c(n3)cccc4)cc2)c1,5.6989698
6162,CHEMBL3671489,11,nM,Brc1cc(F)c(Nc2ncnc3c2cc(NC(=O)C=C)c(OCCCNC(=O)NCC)c3)cc1,7.9586072
3990,CHEMBL1952211,365,nM,O(C)c1ccc(N2C(=O)N([C@@H]3C[C@@H](O)CC3)c3nc(Nc4ccccc4)ncc3C2)cc1,6.4377069
6092,CHEMBL3972168,1.7,nM,Clc1c(F)c(Nc2ncnc3c2cc(O[C@H]2C[C@H](C(=O)OC)N(C(=O)C=C)CC2)c(OC)c3)ccc1F,8.7695513
3956,CHEMBL1947121,422,nM,Clc1c(F)ccc(Nc2c(C(=O)NC3CC(C)(C)[NH+]([O-])C(C)(C)C3)cnc3c2cc(OC)c(OC)c3)c1,6.3746877
4975,CHEMBL3355881,0.49000001,nM,O=[N+]([O-])c1n(CCCCCOc2c(OC)cc3ncnc(Nc4cc(C#C)ccc4)c3c2)ccn1,9.309804
1764,CHEMBL379041,8900,nM,Fc1cc2c(Oc3ncnc(NCc4ccccc4)c3NC2)cc1,5.0506101
1646,CHEMBL197689,70,nM,O=C(NC)c1c(CC)c2C(Nc3cc4c(n(Cc5ccccc5)nc4)cc3)=NC=Nn2c1,7.154902
4843,CHEMBL3237936,2388,nM,Clc1c(Oc2cc(NC(=O)CCN3CC[NH+](CCO)CC3)ccc2)nc(Nc2c(OC)cc(N3CC[NH+](C)CC3)cc2)nc1,5.6219659
5061,CHEMBL3344212,77.199997,nM,Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3c2cc(-c2oc(C(NC4CCCCC4)CS(=O)(=O)C)cc2)cc3)c1,7.1123829
5750,CHEMBL3818115,1.34,nM,Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3c2cc(NC(=O)[C@H]2NC(=O)OC2)c(OCC)c3)c1,8.8728952
2918,CHEMBL597096,692,nM,O=C(OCCCCCCCCCCCCCCCCCC)COc1cc([O-])c2C(=O)C=C(c3ccccc3)Oc2c1,6.159894
3518,CHEMBL1683952,22000,nM,Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc(-c3cscc3)c2)c1,4.6575775
4670,CHEMBL3098326,37600,nM,Clc1nc(Nc2ccc(NC(=O)C)cc2)c2c(n1)cc(OC)c(OC)c2,4.4248123
3158,CHEMBL1094475,55200,nM,Clc1c(Cc2[nH]c3nc(N)nc(Nc4cc(C#C)ccc4)c3c2)ccc(Cl)c1,4.2580609
336,CHEMBL129946,330,nM,O(C)[C@H]1[C@@H]([NH+](CC)C)C[C@@H]2O[C@@]1(C)n1c3c4n2c2c(c4c4C(=O)NCc4c3c3c1cccc3)cccc2,6.4814858
5828,CHEMBL3941823,17,nM,O=C(Nc1c(OCC)cc2ncnc(Nc3cc4c(n(Cc5ccccc5)nc4)cc3)c2c1)/C=C/CN1C[C@@H](C)[NH2+][C@@H](C)C1,7.7695513
4232,CHEMBL2148047,56,nM,Clc1c(Oc2cc(C(F)(F)F)ccc2)ccc(Nc2ncnc3c2n(CCNC(=O)CS(=O)(=O)C(C)(C)C)cc3)c1,7.251812
4822,CHEMBL3234744,120,nM,FC(F)(F)c1c(CN2CC[NH+](C)CC2)ccc(NC(=O)c2cc(NC(=O)c3cnc(NC)nc3)c(C)cc2)c1,6.9208188
4830,CHEMBL3234752,8,nM,FC(F)(F)c1c(CN2CC[NH+](C)CC2)ccc(NC(=O)c2cc(NC(=O)c3cnc4[nH]ccc4c3)c(C)cc2)c1,8.0969105
36,CHEMBL67057,4.5,nM,O=C(N1CCOCC1)c1[nH]c(/C=C/2\C(=O)Nc3ncnc(Nc4cc5c(n(Cc6ccccc6)cc5)cc4)c\23)c(C)c1,8.3467875
5809,CHEMBL3951754,531,nM,O=C(Nc1c(OC)cc2ncnc(Nc3ccc(Oc4cnccc4)cc3)c2c1)CC,6.2749057
2144,CHEMBL271532,5.0120001,nM,Brc1c(NCCCN2CC[NH+](C)CC2)c(Nc2ncnc3c2cncc3)ccc1,8.2999887
3735,CHEMBL1830263,3740,nM,S=C(N/N=C(/C=C/c1cc([N+](=O)[O-])ccc1)\c1ccccc1)N,5.4271283
1740,CHEMBL205454,5800,nM,Clc1ccc(Nc2ncnc3Oc4c(cc(OC)cc4)CNc23)cc1,5.2365718
1706,CHEMBL382041,671,nM,Clc1c(F)ccc(Nc2ncnc3c2c(OC2CCOCC2)cc(OCCOC)c3)c1,6.1732774
3652,CHEMBL114073,10471.29,nM,Clc1c(F)ccc(Nc2c(C#N)cnc3c2cc(NC(=O)/C=C/C(C)N2CCOCC2)c(OC)c3)c1,4.98
6651,CHEMBL4073285,100000,nM,O=C([O-])c1c(-c2oc(Cc3[nH]c4c(n3)cccc4)nn2)cccc1,4
1730,CHEMBL426124,900,nM,Clc1c(F)ccc(Nc2ncnc3Oc4c(cc(OC)cc4)CNc23)c1,6.0457573
5745,CHEMBL3815115,247,nM,Brc1cc(Nc2ncnc3c2cc(NC(=S)NCCC[NH+]2CCOCC2)cc3)ccc1,6.6073031
5100,CHEMBL3416625,5,nM,Clc1c(F)ccc(Nc2ncnc3sc(-c4c(OC)cccc4)cc23)c1,8.3010302
927,CHEMBL76958,1000,nM,S(=O)(=O)(Oc1ccc(/C=C/[N+](=O)[O-])cc1)c1ccc(C(=O)[O-])cc1,6
3032,CHEMBL589822,2180,nM,Fc1ccc(/C=N/N=C2SCC(=O)N2)cc1,5.6615434
5095,CHEMBL3416629,26,nM,O=C(Nc1ccc(C[NH+]2CCCC2)cc1)c1sc2ncnc3N(c4cc(C#C)ccc4)C(=O)Nc1c23,7.5850267
519,CHEMBL113900,250,nM,Brc1cc(Nc2c(C#N)cnc3c2cc(NC(=O)C#CCN(C(C)C)C(C)C)cc3)ccc1,6.6020598
312,CHEMBL131020,1100,nM,S(=O)(=O)(N(C)[C@@H]1[C@H](OC)[C@@]2(C)O[C@H](n3c4c5n2c2c(c5c5c(C(=O)NC5)c4c4c3cccc4)cccc2)C1)C,5.9586072
5943,CHEMBL3906533,4.4000001,nM,O=C(OCC)c1ccc(Nc2nncc3c2cccc3)cc1,8.3565474
1513,CHEMBL293584,500,nM,Oc1c(O)cc2c(C(=C(C#N)C#N)CC2)c1,6.3010302
4316,CHEMBL116438,8600,nM,O=C(/C=C/c1cc(OC)c(O)cc1)CC(=O)C=Cc1cc(OC)c([O-])cc1,5.0655017
4512,CHEMBL2408045,4,nM,Clc1c(F)c(Nc2ncnc3c2cc(OC2CCN(CC(=O)NC)CC2)c(OC)c3)ccc1,8.3979397
1884,CHEMBL218677,2,nM,Clc1c(F)c(Nc2ncnc3c2cc(OC2CCN(CC(=O)N)CC2)c(OC)c3)ccc1,8.6989698
2993,CHEMBL592617,0.17,nM,Brc1cc(Nc2ncnc3c2cc(NC(=O)CC#N)cc3)ccc1,9.7695513
3910,CHEMBL1928711,1640,nM,Brc1cc(Nc2ncnc3c2cc(NCc2ccc(Cl)cc2)cc3)ccc1,5.7851563
731,CHEMBL538507,2100,nM,S(CC(C(=O)c1ccc(OCc2ccccc2)cc1)C[NH+](C)C)c1cc(C)c(C)cc1,5.6777806
1571,CHEMBL361322,5010,nM,N(c1ncnc2nn3c(c12)C=CC=C3)c1cc2nc(Cc3ccccc3)[nH]c2cc1,5.3001623
5922,CHEMBL3929584,29,nM,N([C@H](C)c1ccccc1)c1ncnc2oc(-c3ccc(C=C)cc3)cc12,7.5376019
2502,CHEMBL462338,7700,nM,O(C)c1nc(Nc2ccc(-c3sc4c(n3)cccc4)cc2)c2c([nH]cc2)n1,5.1135092
6146,CHEMBL3655354,6.4000001,nM,Fc1cc(Cn2ncc3c2ccc(Nc2c(C#N)cnc4sc5c(c24)CCN(C(=O)/C=C/C[NH+](C(C)C)C)C5)c3)ccc1,8.19382
4653,CHEMBL3092317,464,nM,Clc1c(F)ccc(Nc2ncnc3c2cc(NC(=O)N(CCC[NH+](C)C)C)c(O[C@@H]2COCC2)c3)c1,6.3334818
6321,CHEMBL3952953,2,nM,Clc1c(F)ccc(Nc2ncnc3c2cc(NC(=O)/C=C/[C@H]2[NH+](C)CCC2)c(OCCOC)c3)c1,8.6989698
4167,CHEMBL2048790,510,nM,Clc1c(Oc2cc3c(C(=O)NC3)cc2)ccc(Nc2ncnc3c2n(CCO)cc3)c1,6.2924299
5660,CHEMBL3805584,473.60001,nM,O(CC(Oc1c2OCCOc2c2c(Nc3cc(C#C)ccc3)ncnc2c1)C)C,6.3245883
2459,CHEMBL451513,99,nM,Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3c2sc(C#C[C@H]2NC[C@H](OC(=O)N4CCCC4)C2)c3)c1,7.004365
6150,CHEMBL3671478,15,nM,Brc1cc(F)c(Nc2ncnc3c2cc(NC(=O)C=C)c(OCC2CCN(C(=O)N)CC2)c3)cc1,7.8239088
6159,CHEMBL3671487,4,nM,Brc1cc(F)c(Nc2ncnc3c2cc(NC(=O)C=C)c(OCCCNC(=O)C)c3)cc1,8.3979397
5910,CHEMBL3973601,27,nM,Fc1ccc([C@H](Nc2ncnc3oc(-c4ccc(OC)cc4)cc23)C)cc1,7.5686364
2578,CHEMBL359830,10000,nM,Fc1ccc(NC(=O)Nc2ncnc3nn4c(c23)C=CC=C4)cc1,5
3958,CHEMBL1916951,24830,nM,S(=O)(=O)(NC(=O)c1cnccc1)c1ccc(C)cc1,4.6050234
1835,CHEMBL208144,81,nM,ClCCN(C(=O)Nc1cc2c(Nc3cc(Cl)ccc3)ncnc2cc1)C,7.0915151
3494,CHEMBL1641992,1300,nM,Brc1cc(Nc2ncc(C#N)c3c2cc(NC(=O)CCN2CC[NH+](C)CC2)cc3)ccc1,5.8860564
5622,CHEMBL3775459,186.89999,nM,O=C1N(CCC[NH+]2CCOCC2)c2c(OC1)cc1ncnc(Nc3cc(C)ccc3)c1c2,6.7283907
343,CHEMBL340611,43,nM,O(C)[C@H]1[C@@H]([N+](CC)(C)C)C[C@@H]2O[C@@]1(C)n1c3c4n2c2c(c4c4C(=O)NCc4c3c3c1cccc3)cccc2,7.3665314
4350,CHEMBL2315409,94,ug.mL-1,O=C([O-])[C@H](N=C1C(=O)C(C/C=C(/CC[C@]2(C)C(=C)[C@H](C)CCC2)\C)=C([O-])C(=O)C1)[C@H](O)C,7.0268722
107,CHEMBL431996,56500,nM,O=C([O-])CCc1c(/C=C/2\C(=O)Nc3c\2cc(C(=O)[O-])cc3)[nH]c2c1CCCC2,4.2479515
934,CHEMBL309075,5400,nM,S(=O)(=O)(Oc1ccc(/C=C/[N+](=O)[O-])cc1)c1ccc(C(=O)NCC[NH3+])cc1,5.2676063
4947,CHEMBL3360603,0.31,nM,Clc1c(F)ccc(Nc2ncnc3c2cc(OC)c(OCCCCn2c([N+](=O)[O-])ncc2)c3)c1,9.5086384
5820,CHEMBL3923650,522,nM,S(=O)(=O)(N=C1NC=C(Nc2ncnc3c2cc(NC(=O)CC)c(OC)c3)C=C1)c1ccccc1,6.2823296
5218,CHEMBL3612573,440,nM,O=C(OCC)c1cc(Nc2ncnc3c2cc2N(CCOC)C(=O)Oc2c3)c([O-])cc1,6.3565474
3861,CHEMBL1914668,6.5999999,nM,Fc1ccc(-c2[nH]c3ncnc(N[C@H](C)c4ccccc4)c3c2)cc1,8.1804562
2795,CHEMBL481331,138,nM,Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3sc(-c4[nH]c(CNCCS(=O)(=O)C)cc4)cc23)c1,6.8601208
2499,CHEMBL452768,150,nM,S(=O)(=O)(n1c2c(cc(Nc3ncnc4c3sc(C#C[C@H]3NC[C@H](OC(=O)N5CCOCC5)C3)c4)cc2)cc1)c1cscc1,6.8239088
6707,CHEMBL4075103,9.5,nM,Brc1cc(Nc2ncnc3c2cc(NC(=S)Nc2ccc(S(=O)(=O)N)cc2)cc3)ccc1,8.0222759
2776,CHEMBL473428,3,nM,Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3c2sc(-c2oc(CO)cc2)c3)c1,8.5228786
4995,CHEMBL3353398,5600000,nM,Clc1c(-c2c3n(nc2)C=CC=C3)nc(Nc2c(OC)cc(N3CCN(C(=O)[C@@H]4[NH2+]CCCC4)CC3)c(NC(=O)C=C)c2)nc1,2.251812
2343,CHEMBL46946,1,ug.mL-1,O=CN/C=C/c1cc(O)c(O)cc1,9
3968,CHEMBL1945453,19830,nM,Clc1c(C(=O)NS(=O)(=O)c2ccc(Cl)cc2)cccn1,4.7026772
2277,CHEMBL255237,14,nM,Fc1cc(Cn2ncc3c2ccc(Nc2c(/C=N/OCCOC)c(N)ncn2)c3)ccc1,7.8538718
2438,CHEMBL517123,28,nM,Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3c2sc(C#C[C@H]2NC[C@H](OC(=O)N(C)C)C2)c3)c1,7.5528421
3323,CHEMBL1241486,5320,nM,O(C)c1c(NC(CO)C)ccc(-c2nn(C(C)C)c3ncnc(N)c23)c1,5.2740884
405,CHEMBL140213,501187.22,nM,S=C(N)/C(/C#N)=C/c1cc(OC(C)(C)C)c(O)c(C(C)(C)C)c1,3.3
1590,CHEMBL185853,510,nM,Oc1c(C)ccc(NC2=NC=Nn3c2ccc3)c1,6.2924299
3361,CHEMBL1242029,1400,nM,O(C)c1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1,5.8538718
4347,CHEMBL2315697,130,ug.mL-1,O=C([O-])[C@@H](N=C1C(=O)C(C/C=C(/CC[C@]2(C)[C@H](C)C(C)=CCC2)\C)=C([O-])C(=O)C1)C(C)C,6.8860564
5760,CHEMBL3823520,529.40002,nM,Clc1c(-n2nnc(C(=O)Nc3cc(F)c(Oc4c5c(ncc4)cc(OCCC[NH+]4CCCCC4)c(OC)c5)cc3)c2)cccc1,6.276216
3370,CHEMBL1242288,12600,nM,O(C)c1c(O)cc(-c2nn([C@H]3C[NH2+]CC3)c3ncnc(N)c23)cc1,4.8996296
580,CHEMBL2093928,419,nM,N([C@@H](C)c1ccccc1)c1ncnc2c1[nH]c1c2cccc1,6.3777862
5884,CHEMBL3962365,23,nM,Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3c2cc(NC(=O)/C=C/C[NH+]2CCCC2)c(OCC)c3)c1,7.6382723
5300,CHEMBL3633940,9,nM,Clc1c(F)ccc(Nc2ncnc3c2cc(NC(=O)c2ccc(NC(=O)N)cc2)cc3)c1,8.0457573
2039,CHEMBL248108,35,nM,Fc1cc(Cn2ncc3c2ccc(NC2=NC=Nn4c2c(C[NH+]2CCC([NH3+])CC2)cc4)c3)ccc1,7.4559321
5683,CHEMBL3805238,9.6999998,nM,O=[N+]([O-])c1cc(Nc2ncnc3c2c2OCCOc2c(OCC)c3)ccc1,8.0132284
339,CHEMBL130049,2400,nM,O=C(OC)N(C)[C@@H]1[C@H](OC)[C@@]2(C)O[C@H](n3c4c5n2c2c(c5c5c(C(=O)NC5)c4c4c3cccc4)cccc2)C1,5.6197886
1955,CHEMBL392774,190,nM,Fc1cc(Cn2ncc3c2ccc(NC2=NC=Nn4c2c(CN2CC(OC)C[NH2+]CC2)cc4)c3)ccc1,6.7212462
3319,CHEMBL1242846,100000,nM,O(C)c1c(-c2nn(C(C)C)c3ncnc(N)c23)cnc(OC)n1,4
6098,CHEMBL3923275,1000,nM,Fc1c(NC(=O)c2cc(-c3c(-c4nc(Nc5c(C)ccc(OCC[NH+](C)C)c5)ncc4)n4c(n3)C=CC=C4)ccc2)c(F)ccc1,6
3094,CHEMBL1081198,50000,nM,FC(F)(F)c1cc(NC(=O)Nc2cc(C=3N=C(NCc4ccncc4)c4n(ccn4)C=3)ccc2)ccc1,4.3010302
410,CHEMBL135577,4600,nM,[Se]([Se]c1c(C(=O)NCC[NH+](CC)CC)c2c([nH]1)cccc2)c1c(C(=O)NCC[NH+](CC)CC)c2c([nH]1)cccc2,5.3372421
3833,CHEMBL1910268,93300,nM,OCCNc1c(C#N)cc2c(N)ncnc2n1,4.0301185
