chembl_compound_id,chembl_activity_id,pIC50,smiles
CHEMBL4077973,18248392,7.66,C=CC(=O)Nc1cc(Nc2cc(-c3cn4c5c(cccc35)CCC4)nc(OC)n2)c(OC)cc1N(C)CCN(C)C
CHEMBL3914607,16894466,7.0,COc1cc2ncnc(NCc3ccc(F)c(F)c3)c2cc1OCCCCCCC(=O)NO
CHEMBL5991165,27540842,6.51,NC(=O)c1c(-c2ccc(Oc3ccc(Cl)cn3)cc2)nn(C2CCCN(C(=O)/C=C/C(F)F)C2)c1N
CHEMBL246493,2038916,6.25,Fc1cccc(COc2ccc(Nc3ncnn4ccc(COC[C@@H]5CNCCO5)c34)cc2Cl)c1
CHEMBL5419670,25482733,5.39,Cn1cc(-c2ccnc(Nc3cccc(COCCOCCn4ccnc4[N+](=O)[O-])c3)n2)c2ccccc21
CHEMBL3133906,13974935,6.03,C=CC(=O)Nc1ccc2ncnc(Nc3ccc(OC)cc3OC)c2c1
CHEMBL3133901,13975603,5.66,C=CC(=O)Nc1ccc2ncnc(Nc3c(F)cccc3Br)c2c1
CHEMBL5773640,27652775,7.26,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCCS(C)(=O)=O)cc3)ncc2F)c1
CHEMBL6000527,27652871,7.26,C=CC(=O)N1CCOc2ccc(Nc3nc(Nc4ccc5c(c4)CC(=O)N5)ncc3C(C)=O)cc21
CHEMBL243837,1943188,7.91,CCOc1cc2ncnc(NC3=CC(=O)C(OCc4cccc(Cl)c4)=CC3=O)c2cc1NC(=O)/C=C/CN(C)C
CHEMBL2064382,10967420,5.85,CCOc1ccc(Nc2ncnc3cc4oc(=O)n(CCCN5CCOCC5)c4cc23)cc1
CHEMBL5854107,28405229,8.7,Cc1nc(F)ccc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(NCC(C)(C)C)c2c1)C1=CN(C2CC2)NN1
CHEMBL5847293,28406009,6.0,Cc1nc(F)ccc1C(Nc1cc(C#CC(C)(C)O)c2ncc(C#N)c(NCC(C)(C)C)c2c1)C1=CN(C2(C(F)(F)F)CC2)NN1
CHEMBL4286871,18765235,6.77,CCNc1cc(Nc2cccc(Cl)c2)ncn1
CHEMBL3699618,16338110,8.26,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(=O)CC(C)(C)C)CC4)cc3OC)ncc2C(F)(F)F)c1
CHEMBL6064874,26810974,7.67,COC[C@@H]1CCN1C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC
CHEMBL5169328,24902231,6.45,C=CCn1ccc2cc(Nc3ncnc4ccc(N)cc34)ccc21
CHEMBL5975928,28404053,7.47,CC(C)(C)N1CCC(N2C=C([C@@H](Nc3cc(Cl)c4ncc(C#N)c(Nc5ccc(F)c(Cl)c5)c4c3)c3cnc(Cl)cc3Cl)NN2)CC1
CHEMBL5878893,28404152,8.1,CC(C)(C)N1CCC(N2C=C([C@@H](Nc3cc(Cl)c4ncc(C#N)c(Nc5ccc(F)c(Cl)c5)c4c3)c3cncs3)NN2)CC1
CHEMBL460722,2390209,9.09,O=C(/C=C/C(=O)NCCCN1CCOCC1)Cc1cc2c(Nc3cccc(Br)c3)ncnc2cn1
CHEMBL342929,329898,5.16,CNC(=O)c1c(SSc2c(C(=O)NC)c3ccccc3n2C)n(C)c2ccccc12
CHEMBL5982314,28404377,9.0,Cc1nc(F)ccc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(N[C@H](CCC#N)c3ccccc3)c2c1)C1=CN(C2CC2)NN1
CHEMBL3746564,16416940,4.97,CC(=O)N1N=C(c2ccc(I)cc2)CC1c1ccc(C(=O)OC(C)Cn2c([N+](=O)[O-])cnc2C)cc1
CHEMBL5746876,26749733,9.1,CN1CCN(Cc2ccc(C(=O)N[C@@H]3[C@H]4Oc5ccc(Oc6ccnc7c6CCC(=O)N7)cc5[C@@H]34)cc2Cl)CC1
CHEMBL5990005,28403669,8.7,CC[C@@H](Nc1c(C#N)cnc2c(Cl)cc(N[C@H](C3=CN(C4COC4)NN3)c3cccnc3)cc12)c1ccccc1
CHEMBL5394752,25533365,6.6,[2H]C([2H])([2H])n1cc(-c2ccnc(Nc3cc(NC(=O)/C=C/C)c4c(cnn4CCN(C)C)c3)n2)c2ccccc21
CHEMBL5989405,28403738,7.92,Cc1ncsc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(Nc3ccc(Cl)c(Cl)c3F)c2c1)C1=CN(C2COC2)NN1
CHEMBL6010478,28404491,8.4,CC(C)(C)CNc1c(C#N)cnc2c(C#N)cc(N[C@H](C3=CN(C4(C(F)(F)F)CC4)NN3)c3cccc4ncccc34)cc12
CHEMBL4863078,23310019,6.96,C=CC(=O)N1CCC(c2cnn3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)[nH]c23)CC1
CHEMBL3612585,15698265,6.11,CCOC(=O)CCCn1c(=O)oc2cc3ncnc(Nc4ccc(OCc5nccc(OCC(F)(F)F)c5C)cc4)c3cc21
CHEMBL5558842,25864522,6.47,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCCNCc1ccc(-c2cccc(-c3ccccc3)c2C)nc1OC
CHEMBL3774906,16499801,7.05,O=C1COc2cc3ncnc(Nc4cccc(Br)c4)c3cc2N1CCCN1CCOCC1
CHEMBL5169349,24824822,7.77,CC(C)c1cnc(N2CC(C#N)C2)c2cnc(Nc3ccnc(N4CC[C@@H](O)[C@@](C)(F)C4)n3)cc12
CHEMBL5927526,28404758,8.52,Cn1cc2c([C@H](Nc3cc(C#N)c4ncc(C#N)c(NCC(C)(C)C)c4c3)C3=CN(C4(C(F)(F)F)CC4)NN3)cccc2n1
CHEMBL2018752,10855809,6.0,CCOC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1Cl
CHEMBL1829271,6358491,4.61,O=C(Cc1cccc(Br)c1)NS(=O)(=O)c1ccccc1
CHEMBL269620,276643,6.27,CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(C(F)(F)F)c5)cc4)c3c2)cs1
CHEMBL5878717,28404554,9.0,Cc1nc(F)ccc1[C@H](Nc1cc(C#N)c2ncc(C#N)c(NCC(C)(C)C)c2c1)C1=CN(C2(C(N)=O)CC2)NN1
CHEMBL91867,1681989,9.7,CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1
CHEMBL4173470,18423619,6.69,C=CC(=O)Nc1cc(Nc2nccc(Nc3ccccc3-n3nccn3)n2)c(OC)cc1N1CCC(N(C)C)CC1
CHEMBL291313,1154213,4.4,N#CC(C#N)=C1C(=O)Nc2ccc([N+](=O)[O-])cc21
CHEMBL5832906,27070457,5.26,CN(C)C(=O)N[C@@H]1CCCN(c2cnc(C(N)=O)c(Nc3ccc(C4(C(=O)N(C)C)CC4)cc3)n2)C1
CHEMBL2018751,10855808,5.21,COC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1Cl
CHEMBL3932176,16668408,8.7,CCOc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN(C)C
CHEMBL3916644,16668225,6.29,CCC(=O)Nc1cc2c(Nc3ccc(Oc4ccc5c(c4)OCO5)cc3)ncnc2cc1OC
CHEMBL3676387,26587850,7.7,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C(=O)NCC)CC1
CHEMBL3623287,15745755,8.125,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC(=O)N1CCN(C)C2CC21
CHEMBL4789027,22835830,9.22,OCc1ccc(-c2cc3c(N[C@H](CO)c4ccccc4)ncnc3[nH]2)cc1F
CHEMBL4790568,22814388,9.0,C#CCn1cc(-c2ccnc(Nc3cc(NC(=O)C=C)c(N(C)CCN(C)C)cc3OC)n2)c2ccccc21
CHEMBL5747706,27652685,7.26,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(O[C@H]4CCOC4)nc3)ncc2F)c1
CHEMBL3764312,16478371,8.35,COCCOc1cc2ncnc(Nc3ccc(NC(=O)C45CC6CC(CC(C6)C4)C5)cc3C)c2cc1OCCOC
CHEMBL4746488,22814206,7.97,COc1cccc2cc(N(C)c3nc(C)nc4ccccc34)ccc12
CHEMBL1379917,18765359,7.2,O=C(Nc1cc(N2CCOCC2)ncn1)c1ccc(F)cc1
CHEMBL3357646,15112240,8.59,O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1)/C(F)=C\CN1CCCCC1
CHEMBL5795375,26839099,8.23,CCN1CCC(n2cc([C@@H](Nc3cc(Cl)c4ncnc(Nc5ccc(F)c(Cl)c5)c4c3)c3ccccc3)nn2)CC1
CHEMBL3612587,15698267,8.14,CCOC(=O)CCCn1c(=O)oc2cc3ncnc(Nc4cc(C(=O)OCC)ccc4O)c3cc21
CHEMBL5876051,28620725,6.16,COc1cc(N2CCC(N3CCN(C(C)=O)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2NS(C)(=O)=O)n1
CHEMBL4868614,23195392,9.26,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCCN/C(=N\C#N)Nc4ccncc4)cc23)c1
CHEMBL6016572,27737552,5.26,CCOc1ccccc1C(=O)NCc1ccc(-c2nn(C3CCCC3)c3ncnc(N)c23)cc1
CHEMBL3087209,13826578,6.15,C=CC(=O)NC1CCC(N2C(=O)N(Cc3ccccc3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)CC1
CHEMBL3671532,26587529,6.87,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCNC(=O)CNC
CHEMBL2408830,13380888,6.46,C=CC(=O)N1CCN(c2ccc(Nc3ncc(Cl)c(Oc4cccc(COc5no[n+]([O-])c5S(=O)(=O)c5ccccc5)c4)n3)c(OC)c2)CC1
CHEMBL3233770,14586666,7.4,O=C(CCl)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1
CHEMBL5267338,25105735,7.31,CN1CCN(c2ccc(Nc3nccc(Nc4ccc5[nH]ccc5c4)n3)cc2)CC1
CHEMBL5174418,24833324,9.59,CCc1cc(Nc2ncc(Br)c(Nc3ccc4nccnc4c3P(C)(C)=O)n2)c(OC)cc1N1CCC(N2CCN(C)CC2)CC1
CHEMBL5792124,28404815,9.0,CC(C)(C)CNc1c(C#N)cnc2c(C#N)cc(N[C@H](C3=CN(C4(C#N)CC4)NN3)c3cccc4ncccc34)cc12
CHEMBL2347959,12722980,5.9,CC(C)CCCC(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1
CHEMBL3901622,16739508,9.4,C[C@@H](Nc1ncnc2oc(-c3ccc(NCCN(C)C)cc3)cc12)c1ccccc1
CHEMBL497697,2567851,7.92,CN/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(F)c2)c1
CHEMBL110065,6261343,4.48,CCOc1cc2c(Nc3cccc(Br)c3)c(C#N)cnc2cc1OC
CHEMBL3759356,16457537,8.1,C[C@@H](Nc1ncnc2sc(-c3cccc(C(=O)O)c3)cc12)c1ccccc1
CHEMBL5781756,28162781,8.1,C=CC(=O)N1CCCC(n2nc(-c3ccc(Oc4ccc(Cl)cc4)cc3)c(C(N)=O)c2N)C1
CHEMBL5589706,25955069,5.82,C=CC(=O)Nc1cc2c(Oc3ccc(NC(=O)NCCc4csc(Br)c4)cc3F)ncnc2cc1OC
CHEMBL3918367,16752242,5.86,Cc1cccc2c1nc(NC(=O)c1cccc(C(F)(F)F)c1)n2[C@H]1CC[C@H](O)CC1
CHEMBL5929000,26941036,8.52,C=CC(=O)Nc1cc(Nc2ncc3ccc(-c4cnc5ccccc5c4)n3n2)c(OC)cc1N(C)CCN(C)C
CHEMBL1095445,3299622,4.57,Nc1nc(Nc2cccc(C(F)(F)F)c2)c2cc(Cc3ccc(Cl)cc3Cl)[nH]c2n1
CHEMBL205652,1710034,6.5,Fc1cccc(COc2ccc(Nc3ccncn3)cc2Cl)c1
CHEMBL3921446,16668443,7.0,CN1CCN(C/C=C/C(=O)Nc2cc3c(Nc4ccc(Cc5ccccn5)cc4)ncnc3cn2)CC1
CHEMBL5070579,24413797,7.65,C#CCN(C)CCN(C)c1cc(OC)c(Nc2nccc(Nc3ccn(C)n3)n2)cc1NC(=O)C=C
CHEMBL4168254,18427559,8.3,CN(C)C/C=C/C(=O)Nc1cc2c(N3CCc4ccccc43)ncnc2cc1O[C@@H]1CCOC1
CHEMBL3233786,14586684,8.4,O=C(/C=C/CN1CCC(F)CC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1
CHEMBL5847879,27750686,7.85,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnc4c(c3)c(Cl)cn4C)n2)c(OC)cc1N(C)CCN(C)C
CHEMBL1089524,3261323,9.3,CN(C)CCCC(=O)Nc1ccc2nccc(Nc3cccc(Br)c3)c2c1
CHEMBL5570486,25955016,5.63,C=CC(=O)Nc1cc2c(Oc3ccc(NC(=O)NCCc4ccc(OC)c(OC)c4)cc3F)ncnc2cc1OC
CHEMBL6057992,28404470,6.79,CC(C)(C)CNc1c(C#N)cnc2c(Cl)cc(N[C@H](C3=CN(C4(C(F)(F)F)CC4)NN3)c3cccc4cnccc34)cc12
CHEMBL5279794,25018382,7.41,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn4c5c(cccc35)CCC4)n2)c(OC)cc1N(C)CCN(C)C
CHEMBL3233777,14586675,7.62,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1
CHEMBL5202129,24848238,8.96,CN1CCN(c2ccc(-c3ccc4c(c3)CCN(C(C(=O)Nc3nccs3)c3cccc(F)c3)C4=O)cc2)CC1
CHEMBL2325109,12657575,5.52,NC(=S)N1N=C(c2ccccc2)CC1c1ccc2ccccc2c1
CHEMBL176891,1064734,8.88,CN(C)CCn1cnc2cc3ncnc(Nc4cccc(Br)c4)c3cc21
CHEMBL5612290,26111497,5.04,N#Cc1ccc(-c2cn3c(CC(=O)N/N=C/c4ccc(O)cc4)csc3n2)cc1
CHEMBL1830231,25043256,8.1,COc1cc(C(=O)c2csc(-c3ccc4[nH]ccc4c3)n2)cc(OC)c1OC
CHEMBL1090357,3240740,9.11,CN(C)CCc1ccc(Nc2nccc(-c3c(-c4cccc(NC(=O)c5c(F)cccc5F)c4)nc4sccn34)n2)cc1
CHEMBL5266481,25066914,5.48,C=CC(=O)N1CCC(C2CCNc3c(C(N)=O)c(-c4cc(OC)c(C)c(OC)c4)nn32)CC1
CHEMBL5881396,28403972,7.1,CC(C)N1C=C([C@@H](Nc2cc(Cl)c3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2)c2cnc(Cl)cc2Cl)NN1
CHEMBL122721,1064377,4.57,CCCCCCCCCCCCCCNC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O
CHEMBL5839323,28404236,8.7,N#Cc1cnc2c(Cl)cc(N[C@H](C3=CN(CCO)NN3)c3cccnc3)cc2c1Nc1ccc(F)c(Cl)c1
CHEMBL2426281,13446025,6.57,C=CC(=O)Nc1cccc(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)c1
CHEMBL3699611,16265086,8.26,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCCOCC4)cc3OC)ncc2Cl)c1
CHEMBL3707348,23299091,5.45,CC#CC(=O)N1CCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12
CHEMBL5559367,25866167,7.36,C=CC(=O)N1CC[C@H](n2cc(-c3ncnc4cc(OC)c(OC)cc34)c(-c3cccc(OC)c3)n2)C1
CHEMBL6043242,28332536,5.77,O=C1CCC(N2C(=O)c3cccc(NCCOCCOCCOc4ccc(-c5cc6c(NCc7ccccc7Cl)ncnc6[nH]5)cc4)c3C2=O)C(=O)N1
CHEMBL5854206,27750530,6.64,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn(C)c3)n2)c(OC)cc1N1CCC(N(C)C)CC1
CHEMBL5281741,25078702,9.09,O=C(/C=C/C(F)(F)F)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2O[C@H]2CCOC2)CC1
CHEMBL3234737,14571449,6.24,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1NC(=O)c1ccccn1
CHEMBL3263963,14652516,6.78,COc1cc2c(Oc3ccc(NS(=O)(=O)c4cccc(-c5ccoc5)c4)cc3F)ccnc2cc1OCCCN1CCN(C)CC1
CHEMBL5419002,25665207,7.15,CCS(=O)(=O)N1CCC(c2nc(-c3ccc(F)cc3)c(-c3ccnc(Nc4ccc5c(ccn5CCN5CCOCC5)c4)n3)s2)CC1
CHEMBL2018753,10855810,6.0,CCCOC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1Cl
CHEMBL1958026,8048999,4.77,O=C1CSC(N2N=C(c3ccc(F)cc3)CC2c2ccc(F)cc2)=N1
CHEMBL5174109,24756990,6.52,CN(C)CCN(C)c1ccc(Nc2ncc3cc(CNc4ccccc4)n(C4CCCC4)c3n2)cc1
CHEMBL2029436,10883643,9.29,C=CC(=O)Nc1cccc(N2C(=O)N(c3ccccc3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1
CHEMBL3739812,16404681,5.82,C=CC(=O)Nc1cccc(Nc2nc(N/N=C/c3ccccc3F)ncc2Cl)c1
CHEMBL5863307,27069842,5.26,NC(=O)c1ncc(N2CCC[C@@H](NC(=O)N3CCCCC3)C2)nc1Nc1ccc(C2CCN(C=O)CC2)cc1
CHEMBL419185,6261328,5.5,COc1cc2ncc(C#N)c(Nc3cc(Cl)c(O)c(Cl)c3)c2cc1OC
CHEMBL4868965,23276948,5.87,COc1ccc(C(Nc2ccc([N+](=O)[O-])cc2)n2c(=O)ccc3cc(O)ccc32)cc1
CHEMBL5998298,26961322,7.77,CN(C)C/C=C/C(=O)N1CC[C@@H](n2nc(C(=O)Nc3nc4cc(C(F)(F)F)ccc4o3)c3c(N)ncnc32)C1
CHEMBL5190227,24871169,5.2,COc1cc2ncnc3c2cc1OCCOCCOc1cc(Cl)cc(c1)N3
CHEMBL2031298,10888037,9.57,O=C(CCN1CCCCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1
CHEMBL3981551,16668444,7.96,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncnc2cn1
CHEMBL3815161,16612248,7.28,O=C(NCCN1CCOCC1)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1
CHEMBL3928512,16739510,8.7,C[C@@H](Nc1ncnc2oc(-c3ccccc3O)cc12)c1ccccc1
CHEMBL3671569,26587640,6.43,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCNC(=O)c1ccc[nH]1
CHEMBL5761989,28403402,8.18,CC(C)(C)CNc1c(C#N)cnc2c(Cl)cc(N[C@@H](C3=CN(C4CC4)NN3)c3cccnc3F)cc12
CHEMBL3623278,15745746,8.18,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCOCC1
CHEMBL3799255,16581398,8.36,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(=O)C(F)(F)F)CC4)cc3OC)ncc2SC)c1
CHEMBL5286853,25089033,5.34,COc1cc(/C=C2\CCc3c(O)cccc3\C2=N\O)c(Br)c(OC)c1OC
CHEMBL1828867,6358472,5.29,O=C(Cc1ccc(F)cc1)NS(=O)(=O)c1ccc(F)cc1
CHEMBL324439,6261352,4.15,COc1cc2c(C#N)cnc(Nc3cccc(Br)c3)c2cc1OC
CHEMBL3912723,16809236,7.38,O=C1CS/C(=N/Nc2nncc3ccccc23)N1c1ccc(Cl)cc1
CHEMBL3905411,16808782,7.28,CCCCNC(=S)NNc1nncc2ccccc12
CHEMBL5840835,27652802,5.26,C=CC(=O)N1Cc2ccc(Nc3ncc(F)c(Nc4cccc(C#N)c4)n3)cc2C1
CHEMBL5076881,24413809,7.24,C=CC(=O)Nc1cc(Nc2nccc(Nc3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C(=O)C#CC
CHEMBL3890186,16668419,8.1,COCCOc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN1CCCC1
CHEMBL5977568,28170485,5.86,COc1cc(O[C@H]2CCN(C)CC2(F)F)c2c(Nc3cc(C)c(Oc4ccn5ncnc5c4)cc3F)ncnc2c1
CHEMBL5940715,28403858,8.22,N#Cc1cnc2c(Cl)cc(N[C@H](C3=CNNN3)c3cccnc3)cc2c1Nc1cccc(Cl)c1F
CHEMBL4793338,22921889,9.48,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCc1cn(CCC(=O)NO)nn1
CHEMBL3233780,14586678,6.86,CCN(CC)CCN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1
CHEMBL5828371,26941060,6.98,C=CC(=O)Nc1cc(Nc2ncc3ccc(C)n3n2)c(OC)cc1N1CCC(N(C)C)CC1
CHEMBL5780871,28405265,8.15,Cn1cnc2c([C@H](Nc3cc(Cl)c4ncc(C#N)c(NCC(C)(C)C)c4c3)C3=CN(C45CC(C4)C5)NN3)cccc2c1=O
CHEMBL4453429,19073807,7.36,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCNC(=O)Cn1cnc([N+](=O)[O-])n1
CHEMBL3909438,16752248,6.55,Cc1ccc2nc(NC(=O)c3cccc(C(F)(F)F)c3)n([C@H]3CC[C@H](O)CC3)c2c1
CHEMBL515401,2503067,6.68,COc1cc2ncnc(-c3c[nH]c4cc(F)c(Cl)cc34)c2cc1OC
CHEMBL1173652,3364622,5.11,Cc1ncc([N+](=O)[O-])n1CCOC(=O)/C=C/c1ccccc1
CHEMBL3764603,16478373,8.79,COCCOc1cc2ncnc(Nc3cccc(NC(=O)C45CC6CC(CC(C6)C4)C5)c3)c2cc1OCCOC
CHEMBL5790950,28405046,8.52,Cc1nc(F)ccc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(NCC(C)(C)C)c2c1)C1=CN(Cc2c(F)cccc2F)NN1
CHEMBL6005198,28722542,6.2,C=CC(=O)N1CC(Oc2cc3c(Nc4ccc(Cl)c(CO)c4)ncnc3cc2OC)C1
CHEMBL6036871,28405247,7.37,Cc1nc(F)ccc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(NCC(C)(C)S(C)(=O)=O)c2c1)C1=CN(C2(C(F)(F)F)CC2)NN1
CHEMBL5769603,28403930,7.89,Cc1ccc([C@H](Nc2cc(Cl)c3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2)C2=CN(C3CCN(C(C)(C)C)CC3)NN2)cn1
CHEMBL3633938,15774383,6.35,N#CC(C#N)=CNc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1
CHEMBL3355873,14983517,8.52,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCn1ccnc1[N+](=O)[O-]
CHEMBL3984008,16894457,7.0,C[C@@H](Nc1ncnc2ccc(OCCCCCCC(=O)NO)cc12)c1ccccc1
CHEMBL5754849,28697816,8.27,Nc1cc(-c2nc3sccn3c2-c2ccnc(NCCCNS(=O)(=O)c3ccc(F)cc3)n2)ccc1F
CHEMBL5958444,28517225,5.93,C=CC(=O)NC1CN(c2nc(Nc3ccc(N4CCOCC4)cc3)c3c(c2F)CNC3=O)CC1F
CHEMBL280757,873550,8.57,C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Br)c3)c2c1
CHEMBL3676370,26587793,7.68,C=CC(=O)Nc1cc2c(Nc3ccc(Br)c(Cl)c3F)ncnc2cc1OCCNC(=O)CCOC
CHEMBL5776801,27070505,6.26,CN(C)C(=O)N[C@@H]1CCCN(c2cnc(C(N)=O)c(Nc3ccc(C4CCN(C5CC5)CC4)cc3)n2)C1
CHEMBL2437457,13483491,6.43,C=CC(=O)Nc1ccc(-n2c(=O)cnc3cnc(Nc4ccc(Cl)cc4)nc32)cc1
CHEMBL3818535,18994328,6.74,Cc1cc(=O)n2nc(SCc3ccc(Cl)cc3)nc2[nH]1
CHEMBL4061283,18052746,7.26,CC[C@H](C)[C@@H](NC(=O)OC(C)(C)C)C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1
CHEMBL3786453,16540070,7.57,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccn(C)n3)nc3[nH]ccc23)c1
CHEMBL5922274,28403375,8.35,N#Cc1cnc2c(Cl)cc(N[C@@H](C3=CN(C4CC4)NN3)c3ccc(F)nc3)cc2c1NC1C2CC3CC(C2)CC1C3
CHEMBL1958034,8049007,5.64,O=C1CSC(N2N=C(c3ccc(Cl)cc3)CC2c2ccc(Br)cc2)=N1
CHEMBL1172947,3364630,4.61,Cc1ncc([N+](=O)[O-])n1CCOC(=O)/C=C/c1ccccc1Br
CHEMBL4065970,18172235,7.54,CCCC(=O)N1CC[C@H](N2C(=O)N(c3ccccc3Cl)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1
CHEMBL6030420,26811016,7.66,COC[C@@H]1CCN1C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCC1CC1
CHEMBL6044391,28405139,8.4,CC(C)(C)CNc1c(C#N)cnc2c(Cl)cc(N[C@H](C3=CN(C45CC(C4)C5)NN3)c3cccc4cnccc34)cc12
CHEMBL5982032,28404440,8.05,CC1(C)COCCC1Nc1c(C#N)cnc2c(C#N)cc(N[C@H](C3=CN(C4(C(F)(F)F)CC4)NN3)c3cccc4ncsc34)cc12
CHEMBL4851795,23256358,7.18,O=C(COc1ccc(Nc2ncc(Cl)c(Nc3ccccc3C(=O)NO)n2)cc1)NO
CHEMBL6009126,27750662,7.66,C=CC(=O)Nc1cc(Nc2nccc(-c3cnc4c(ccn4C)c3)n2)c(OC)cc1N(C)CCN(C)C(C)C
CHEMBL5266100,25018397,7.1,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C(C)=O)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C
CHEMBL3676378,26587817,7.64,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC(CC)NC(=O)CN(C)C
CHEMBL2031306,10888045,8.84,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OCC
CHEMBL4074726,17967063,4.13,c1ccc(-c2nnc(Cc3nc4ccccc4[nH]3)o2)nc1
CHEMBL3814694,16612229,7.1,Fc1ccc(Nc2ncnc3ccc(NC(=S)NCCN4CCCCC4)cc23)cc1Cl
CHEMBL5918833,28883438,4.54,C=CC(=O)N1CC[C@H](Nc2cncc(-c3cnc(Oc4cccc(OC(F)F)c4)nc3)c2)C1
CHEMBL3633145,16444051,9.3,C=CC(=O)Nc1cccc(-n2c(=O)c(Cc3ccccc3)cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1
CHEMBL4085902,18155523,5.54,COc1cc(Br)c(/C=C2\CC(C)CC(=C\c3nc(C)c(C)nc3C)/C2=N/O)cc1OC
